recall,precision
0.9873378628783199,0.9486646884272997
0.9870290302655961,0.9486494508756308
0.9867201976528721,0.9486342042755345
0.9864113650401483,0.9486189486189486
0.9861025324274243,0.9486036838978016
0.9861025324274243,0.9488855869242199
0.9857936998147004,0.9488703923900119
0.9857936998147004,0.9491525423728814
0.9854848672019765,0.9491374182034503
0.9854848672019765,0.9494198155310919
0.9851760345892526,0.9494047619047619
0.9848672019765288,0.9493896993152724
0.9848672019765288,0.9496724240619416
0.9848672019765288,0.9499553172475425
0.9848672019765288,0.950238379022646
0.9845583693638048,0.9502235469448584
0.9845583693638048,0.9505068574836016
0.9845583693638048,0.9507903370116314
0.9845583693638048,0.951073985680191
0.9845583693638048,0.9513578036407042
0.984249536751081,0.9513432835820895
0.984249536751081,0.9516273514481934
0.984249536751081,0.9519115890083633
0.984249536751081,0.9521959964146998
0.983940704138357,0.9521817095038853
0.9836318715256331,0.9521674140508222
0.9836318715256331,0.9524521531100478
0.9836318715256331,0.9527370625186958
0.9836318715256331,0.9530221424296829
0.9833230389129092,0.9530080814127506
0.9833230389129092,0.9532934131736527
0.9833230389129092,0.9535789158430668
0.9833230389129092,0.9538645895745955
0.9830142063001853,0.9538507641594246
0.9827053736874614,0.9538369304556354
0.9827053736874614,0.9541229385307346
0.9827053736874614,0.9544091181763648
0.9823965410747375,0.9543954395439544
0.9820877084620135,0.9543817527010804
0.9817788758492897,0.9543680576403483
0.9817788758492897,0.9549414238510063
0.9814700432365658,0.9549278846153846
0.980852378011118,0.9549007817197835
0.9796170475602224,0.954846478025286
0.9789993823347746,0.9548192771084337
0.9786905497220506,0.954805664356734
0.9783817171093268,0.9550798914681942
0.9780728844966028,0.9553544494720966
0.9777640518838789,0.955629338967703
0.9771463866584311,0.9556025369978859
0.9762198888202595,0.955851224674932
0.9759110562075355,0.955837870538415
0.9749845583693638,0.9560872198667474
0.974366893143916,0.9572208737864077
0.9728227300802965,0.9577379142596534
0.9709697344039531,0.9579524680073126
0.9684990735021618,0.9596083231334149
0.9604694255713403,0.9631464849798699
0.0,1.0
